Notes,Year,Year Code,State,State Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,2009,2009,Pennsylvania,42,45-54 years,45-54,Male,M,696,956246,72.8
,2009,2009,Pennsylvania,42,55-64 years,55-64,Male,M,1451,763516,190.0
,2009,2009,Rhode Island,44,35-44 years,35-44,Male,M,16,68371,
,2009,2009,Rhode Island,44,45-54 years,45-54,Male,M,58,78748,73.7
,2009,2009,Rhode Island,44,55-64 years,55-64,Male,M,125,61119,204.5
,2009,2009,South Carolina,45,35-44 years,35-44,Male,M,89,298771,29.8
,2009,2009,South Carolina,45,45-54 years,45-54,Male,M,353,317137,111.3
,2009,2009,South Carolina,45,55-64 years,55-64,Male,M,696,269008,258.7
,2009,2009,South Dakota,46,35-44 years,35-44,Male,M,12,47725,
,2009,2009,South Dakota,46,45-54 years,45-54,Male,M,49,58989,83.1
,2009,2009,South Dakota,46,55-64 years,55-64,Male,M,103,47949,214.8
,2009,2009,Tennessee,47,35-44 years,35-44,Male,M,144,427348,33.7
,2009,2009,Tennessee,47,45-54 years,45-54,Male,M,569,448057,127.0
,2009,2009,Tennessee,47,55-64 years,55-64,Male,M,1038,367445,282.5
,2009,2009,Texas,48,35-44 years,35-44,Male,M,297,1715123,17.3
,2009,2009,Texas,48,45-54 years,45-54,Male,M,1343,1686094,79.7
,2009,2009,Texas,48,55-64 years,55-64,Male,M,2601,1212892,214.4
,2009,2009,Utah,49,35-44 years,35-44,Male,M,15,165718,
,2009,2009,Utah,49,45-54 years,45-54,Male,M,74,152428,48.5
,2009,2009,Utah,49,55-64 years,55-64,Male,M,132,113730,116.1
,2009,2009,Vermont,50,35-44 years,35-44,Male,M,10,39653,
,2009,2009,Vermont,50,45-54 years,45-54,Male,M,30,50635,59.2
,2009,2009,Vermont,50,55-64 years,55-64,Male,M,62,43258,143.3
,2009,2009,Virginia,51,35-44 years,35-44,Male,M,103,552177,18.7
,2009,2009,Virginia,51,45-54 years,45-54,Male,M,459,588655,78.0
,2009,2009,Virginia,51,55-64 years,55-64,Male,M,771,446545,172.7
,2009,2009,Washington,53,35-44 years,35-44,Male,M,58,461541,12.6
,2009,2009,Washington,53,45-54 years,45-54,Male,M,307,492755,62.3
,2009,2009,Washington,53,55-64 years,55-64,Male,M,580,395162,146.8
,2009,2009,West Virginia,54,35-44 years,35-44,Male,M,44,120522,36.5
,2009,2009,West Virginia,54,45-54 years,45-54,Male,M,150,137028,109.5
,2009,2009,West Virginia,54,55-64 years,55-64,Male,M,283,127413,222.1
,2009,2009,Wisconsin,55,35-44 years,35-44,Male,M,69,372657,18.5
,2009,2009,Wisconsin,55,45-54 years,45-54,Male,M,308,437732,70.4
,2009,2009,Wisconsin,55,55-64 years,55-64,Male,M,591,337476,175.1
,2009,2009,Wyoming,56,35-44 years,35-44,Male,M,,34914,
,2009,2009,Wyoming,56,45-54 years,45-54,Male,M,29,42649,68.0
,2009,2009,Wyoming,56,55-64 years,55-64,Male,M,68,36568,186.0
,2010,2010,Alabama,01,35-44 years,35-44,Male,M,75,303785,24.7
,2010,2010,Alabama,01,45-54 years,45-54,Male,M,326,337828,96.5
,2010,2010,Alabama,01,55-64 years,55-64,Male,M,561,281236,199.5
,2010,2010,Alaska,02,35-44 years,35-44,Male,M,14,48377,
,2010,2010,Alaska,02,45-54 years,45-54,Male,M,31,57686,53.7
,2010,2010,Alaska,02,55-64 years,55-64,Male,M,75,45625,164.4
,2010,2010,Arizona,04,35-44 years,35-44,Male,M,59,416123,14.2
,2010,2010,Arizona,04,45-54 years,45-54,Male,M,270,414910,65.1
,2010,2010,Arizona,04,55-64 years,55-64,Male,M,700,345619,202.5
,2010,2010,Arkansas,05,35-44 years,35-44,Male,M,72,182698,39.4
,2010,2010,Arkansas,05,45-54 years,45-54,Male,M,287,200528,143.1
,2010,2010,Arkansas,05,55-64 years,55-64,Male,M,463,169291,273.5
,2010,2010,California,06,35-44 years,35-44,Male,M,325,2604693,12.5
,2010,2010,California,06,45-54 years,45-54,Male,M,1586,2608527,60.8
,2010,2010,California,06,55-64 years,55-64,Male,M,3306,1949147,169.6
,2010,2010,Colorado,08,35-44 years,35-44,Male,M,58,358108,16.2
,2010,2010,Colorado,08,45-54 years,45-54,Male,M,168,369391,45.5
,2010,2010,Colorado,08,55-64 years,55-64,Male,M,384,294155,130.5
,2010,2010,Connecticut,09,35-44 years,35-44,Male,M,28,236192,11.9
,2010,2010,Connecticut,09,45-54 years,45-54,Male,M,169,280718,60.2
,2010,2010,Connecticut,09,55-64 years,55-64,Male,M,290,213638,135.7
,2010,2010,Delaware,10,35-44 years,35-44,Male,M,11,56449,
,2010,2010,Delaware,10,45-54 years,45-54,Male,M,52,64477,80.6
,2010,2010,Delaware,10,55-64 years,55-64,Male,M,94,52063,180.6
,2010,2010,District of Columbia,11,35-44 years,35-44,Male,M,,40583,
,2010,2010,District of Columbia,11,45-54 years,45-54,Male,M,37,37648,98.3
,2010,2010,District of Columbia,11,55-64 years,55-64,Male,M,93,29392,316.4
,2010,2010,Florida,12,35-44 years,35-44,Male,M,241,1208471,19.9
,2010,2010,Florida,12,45-54 years,45-54,Male,M,1011,1341368,75.4
,2010,2010,Florida,12,55-64 years,55-64,Male,M,2118,1102877,192.0
,2010,2010,Georgia,13,35-44 years,35-44,Male,M,120,684552,17.5
,2010,2010,Georgia,13,45-54 years,45-54,Male,M,522,677480,77.1
,2010,2010,Georgia,13,55-64 years,55-64,Male,M,869,506329,171.6
,2010,2010,Hawaii,15,35-44 years,35-44,Male,M,20,89247,22.4
,2010,2010,Hawaii,15,45-54 years,45-54,Male,M,67,97044,69.0
,2010,2010,Hawaii,15,55-64 years,55-64,Male,M,113,87027,129.8
,2010,2010,Idaho,16,35-44 years,35-44,Male,M,22,97097,22.7
,2010,2010,Idaho,16,45-54 years,45-54,Male,M,70,103552,67.6
,2010,2010,Idaho,16,55-64 years,55-64,Male,M,120,89637,133.9
,2010,2010,Illinois,17,35-44 years,35-44,Male,M,143,859232,16.6
,2010,2010,Illinois,17,45-54 years,45-54,Male,M,752,919376,81.8
,2010,2010,Illinois,17,55-64 years,55-64,Male,M,1399,711225,196.7
,2010,2010,Indiana,18,35-44 years,35-44,Male,M,87,421041,20.7
,2010,2010,Indiana,18,45-54 years,45-54,Male,M,432,468771,92.2
,2010,2010,Indiana,18,55-64 years,55-64,Male,M,785,374236,209.8
,2010,2010,Iowa,19,35-44 years,35-44,Male,M,47,184384,25.5
,2010,2010,Iowa,19,45-54 years,45-54,Male,M,220,219460,100.2
,2010,2010,Iowa,19,55-64 years,55-64,Male,M,356,185559,191.9
,2010,2010,Kansas,20,35-44 years,35-44,Male,M,41,174860,23.4
,2010,2010,Kansas,20,45-54 years,45-54,Male,M,144,201239,71.6
,2010,2010,Kansas,20,55-64 years,55-64,Male,M,300,163688,183.3
,2010,2010,Kentucky,21,35-44 years,35-44,Male,M,104,289481,35.9
,2010,2010,Kentucky,21,45-54 years,45-54,Male,M,364,316485,115.0
,2010,2010,Kentucky,21,55-64 years,55-64,Male,M,603,261025,231.0
,2010,2010,Louisiana,22,35-44 years,35-44,Male,M,113,279702,40.4
,2010,2010,Louisiana,22,45-54 years,45-54,Male,M,403,320259,125.8
,2010,2010,Louisiana,22,55-64 years,55-64,Male,M,691,258565,267.2
,2010,2010,Maine,23,35-44 years,35-44,Male,M,14,84259,
,2010,2010,Maine,23,45-54 years,45-54,Male,M,59,106990,55.1
,2010,2010,Maine,23,55-64 years,55-64,Male,M,126,94222,133.7
,2010,2010,Maryland,24,35-44 years,35-44,Male,M,65,382477,17.0
,2010,2010,Maryland,24,45-54 years,45-54,Male,M,305,433187,70.4
,2010,2010,Maryland,24,55-64 years,55-64,Male,M,644,329049,195.7
,2010,2010,Massachusetts,25,35-44 years,35-44,Male,M,68,432409,15.7
,2010,2010,Massachusetts,25,45-54 years,45-54,Male,M,318,493605,64.4
,2010,2010,Massachusetts,25,55-64 years,55-64,Male,M,547,384889,142.1
,2010,2010,Michigan,26,35-44 years,35-44,Male,M,178,633321,28.1
,2010,2010,Michigan,26,45-54 years,45-54,Male,M,706,743803,94.9
,2010,2010,Michigan,26,55-64 years,55-64,Male,M,1401,608637,230.2
,2010,2010,Minnesota,27,35-44 years,35-44,Male,M,51,343049,14.9
,2010,2010,Minnesota,27,45-54 years,45-54,Male,M,237,404251,58.6
,2010,2010,Minnesota,27,55-64 years,55-64,Male,M,345,312081,110.5
,2010,2010,Mississippi,28,35-44 years,35-44,Male,M,67,183028,36.6
,2010,2010,Mississippi,28,45-54 years,45-54,Male,M,265,202265,131.0
,2010,2010,Mississippi,28,55-64 years,55-64,Male,M,436,166432,262.0
,2010,2010,Missouri,29,35-44 years,35-44,Male,M,112,371998,30.1
,2010,2010,Missouri,29,45-54 years,45-54,Male,M,519,438180,118.4
,2010,2010,Missouri,29,55-64 years,55-64,Male,M,847,347957,243.4
,2010,2010,Montana,30,35-44 years,35-44,Male,M,16,57203,
,2010,2010,Montana,30,45-54 years,45-54,Male,M,64,73981,86.5
,2010,2010,Montana,30,55-64 years,55-64,Male,M,115,69959,164.4
,2010,2010,Nebraska,31,35-44 years,35-44,Male,M,15,111948,
,2010,2010,Nebraska,31,45-54 years,45-54,Male,M,78,129381,60.3
,2010,2010,Nebraska,31,55-64 years,55-64,Male,M,149,105119,141.7
,2010,2010,Nevada,32,35-44 years,35-44,Male,M,29,197190,14.7
,2010,2010,Nevada,32,45-54 years,45-54,Male,M,136,191660,71.0
,2010,2010,Nevada,32,55-64 years,55-64,Male,M,334,155238,215.2
,2010,2010,New Hampshire,33,35-44 years,35-44,Male,M,13,88578,
,2010,2010,New Hampshire,33,45-54 years,45-54,Male,M,60,111931,53.6
,2010,2010,New Hampshire,33,55-64 years,55-64,Male,M,128,88012,145.4
,2010,2010,New Jersey,34,35-44 years,35-44,Male,M,97,607101,16.0
,2010,2010,New Jersey,34,45-54 years,45-54,Male,M,435,672748,64.7
,2010,2010,New Jersey,34,55-64 years,55-64,Male,M,787,499196,157.7
,2010,2010,New Mexico,35,35-44 years,35-44,Male,M,14,123641,
,2010,2010,New Mexico,35,45-54 years,45-54,Male,M,110,142802,77.0
,2010,2010,New Mexico,35,55-64 years,55-64,Male,M,217,123768,175.3
,2010,2010,New York,36,35-44 years,35-44,Male,M,229,1277108,17.9
,2010,2010,New York,36,45-54 years,45-54,Male,M,949,1397302,67.9
,2010,2010,New York,36,55-64 years,55-64,Male,M,2076,1092206,190.1
,2010,2010,North Carolina,37,35-44 years,35-44,Male,M,126,654333,19.3
,2010,2010,North Carolina,37,45-54 years,45-54,Male,M,577,665134,86.7
,2010,2010,North Carolina,37,55-64 years,55-64,Male,M,1127,540278,208.6
,2010,2010,North Dakota,38,35-44 years,35-44,Male,M,,38826,
,2010,2010,North Dakota,38,45-54 years,45-54,Male,M,31,48767,63.6
,2010,2010,North Dakota,38,55-64 years,55-64,Male,M,83,41934,197.9
,2010,2010,Ohio,39,35-44 years,35-44,Male,M,174,734316,23.7
,2010,2010,Ohio,39,45-54 years,45-54,Male,M,754,855165,88.2
,2010,2010,Ohio,39,55-64 years,55-64,Male,M,1489,703861,211.5
,2010,2010,Oklahoma,40,35-44 years,35-44,Male,M,85,232389,36.6
,2010,2010,Oklahoma,40,45-54 years,45-54,Male,M,327,259747,125.9
,2010,2010,Oklahoma,40,55-64 years,55-64,Male,M,615,213583,287.9
,2010,2010,Oregon,41,35-44 years,35-44,Male,M,43,253587,17.0
,2010,2010,Oregon,41,45-54 years,45-54,Male,M,154,265497,58.0
,2010,2010,Oregon,41,55-64 years,55-64,Male,M,305,248066,123.0
,2010,2010,Pennsylvania,42,35-44 years,35-44,Male,M,160,801861,20.0
,2010,2010,Pennsylvania,42,45-54 years,45-54,Male,M,731,954832,76.6
,2010,2010,Pennsylvania,42,55-64 years,55-64,Male,M,1412,788210,179.1
,2010,2010,Rhode Island,44,35-44 years,35-44,Male,M,10,66820,
,2010,2010,Rhode Island,44,45-54 years,45-54,Male,M,55,78573,70.0
,2010,2010,Rhode Island,44,55-64 years,55-64,Male,M,98,62877,155.9
,2010,2010,South Carolina,45,35-44 years,35-44,Male,M,76,295224,25.7
,2010,2010,South Carolina,45,45-54 years,45-54,Male,M,334,318755,104.8
,2010,2010,South Carolina,45,55-64 years,55-64,Male,M,693,275444,251.6
,2010,2010,South Dakota,46,35-44 years,35-44,Male,M,,47484,
,2010,2010,South Dakota,46,45-54 years,45-54,Male,M,33,58814,56.1
,2010,2010,South Dakota,46,55-64 years,55-64,Male,M,117,49545,236.1
,2010,2010,Tennessee,47,35-44 years,35-44,Male,M,150,422774,35.5
,2010,2010,Tennessee,47,45-54 years,45-54,Male,M,606,450369,134.6
,2010,2010,Tennessee,47,55-64 years,55-64,Male,M,1045,376645,277.4
,2010,2010,Texas,48,35-44 years,35-44,Male,M,322,1723004,18.7
,2010,2010,Texas,48,45-54 years,45-54,Male,M,1296,1702796,76.1
,2010,2010,Texas,48,55-64 years,55-64,Male,M,2622,1257095,208.6
,2010,2010,Utah,49,35-44 years,35-44,Male,M,33,169399,19.5
,2010,2010,Utah,49,45-54 years,45-54,Male,M,60,152996,39.2
,2010,2010,Utah,49,55-64 years,55-64,Male,M,128,118253,108.2
,2010,2010,Vermont,50,35-44 years,35-44,Male,M,,38585,
,2010,2010,Vermont,50,45-54 years,45-54,Male,M,35,50287,69.6
,2010,2010,Vermont,50,55-64 years,55-64,Male,M,70,44514,157.3
,2010,2010,Virginia,51,35-44 years,35-44,Male,M,107,548538,19.5
,2010,2010,Virginia,51,45-54 years,45-54,Male,M,401,593772,67.5
,2010,2010,Virginia,51,55-64 years,55-64,Male,M,787,458904,171.5
,2010,2010,Washington,53,35-44 years,35-44,Male,M,54,459437,11.8
,2010,2010,Washington,53,45-54 years,45-54,Male,M,305,492504,61.9
,2010,2010,Washington,53,55-64 years,55-64,Male,M,676,407699,165.8
,2010,2010,West Virginia,54,35-44 years,35-44,Male,M,32,119829,26.7
,2010,2010,West Virginia,54,45-54 years,45-54,Male,M,132,136513,96.7
,2010,2010,West Virginia,54,55-64 years,55-64,Male,M,284,130627,217.4
,2010,2010,Wisconsin,55,35-44 years,35-44,Male,M,74,366357,20.2
,2010,2010,Wisconsin,55,45-54 years,45-54,Male,M,288,436842,65.9
,2010,2010,Wisconsin,55,55-64 years,55-64,Male,M,614,348708,176.1
,2010,2010,Wyoming,56,35-44 years,35-44,Male,M,,34851,
,2010,2010,Wyoming,56,45-54 years,45-54,Male,M,31,42163,73.5
,2010,2010,Wyoming,56,55-64 years,55-64,Male,M,62,37806,164.0
,2011,2011,Alabama,01,35-44 years,35-44,Male,M,83,297322,27.9
,2011,2011,Alabama,01,45-54 years,45-54,Male,M,325,333025,97.6
,2011,2011,Alabama,01,55-64 years,55-64,Male,M,646,291585,221.5
,2011,2011,Alaska,02,35-44 years,35-44,Male,M,,47594,
,2011,2011,Alaska,02,45-54 years,45-54,Male,M,37,56973,64.9
,2011,2011,Alaska,02,55-64 years,55-64,Male,M,100,47991,208.4
,2011,2011,Arizona,04,35-44 years,35-44,Male,M,85,415289,20.5
,2011,2011,Arizona,04,45-54 years,45-54,Male,M,302,415942,72.6
,2011,2011,Arizona,04,55-64 years,55-64,Male,M,721,359537,200.5
,2011,2011,Arkansas,05,35-44 years,35-44,Male,M,54,181211,29.8
,2011,2011,Arkansas,05,45-54 years,45-54,Male,M,293,198923,147.3
,2011,2011,Arkansas,05,55-64 years,55-64,Male,M,525,175066,299.9
,2011,2011,California,06,35-44 years,35-44,Male,M,350,2594908,13.5
,2011,2011,California,06,45-54 years,45-54,Male,M,1610,2612925,61.6
,2011,2011,California,06,55-64 years,55-64,Male,M,3375,2037687,165.6
,2011,2011,Colorado,08,35-44 years,35-44,Male,M,41,359634,11.4
,2011,2011,Colorado,08,45-54 years,45-54,Male,M,168,365455,46.0
,2011,2011,Colorado,08,55-64 years,55-64,Male,M,431,308910,139.5
,2011,2011,Connecticut,09,35-44 years,35-44,Male,M,37,228766,16.2
,2011,2011,Connecticut,09,45-54 years,45-54,Male,M,148,279277,53.0
,2011,2011,Connecticut,09,55-64 years,55-64,Male,M,287,222464,129.0
,2011,2011,Delaware,10,35-44 years,35-44,Male,M,20,55156,36.3
,2011,2011,Delaware,10,45-54 years,45-54,Male,M,49,64331,76.2
,2011,2011,Delaware,10,55-64 years,55-64,Male,M,114,54717,208.3
,2011,2011,District of Columbia,11,35-44 years,35-44,Male,M,,41470,
,2011,2011,District of Columbia,11,45-54 years,45-54,Male,M,32,37954,84.3
,2011,2011,District of Columbia,11,55-64 years,55-64,Male,M,70,30713,227.9
,2011,2011,Florida,12,35-44 years,35-44,Male,M,227,1195790,19.0
,2011,2011,Florida,12,45-54 years,45-54,Male,M,1030,1347872,76.4
,2011,2011,Florida,12,55-64 years,55-64,Male,M,2042,1148847,177.7
,2011,2011,Georgia,13,35-44 years,35-44,Male,M,118,678210,17.4
,2011,2011,Georgia,13,45-54 years,45-54,Male,M,452,680240,66.4
,2011,2011,Georgia,13,55-64 years,55-64,Male,M,886,528046,167.8
,2011,2011,Hawaii,15,35-44 years,35-44,Male,M,10,88208,
,2011,2011,Hawaii,15,45-54 years,45-54,Male,M,66,94912,69.5
,2011,2011,Hawaii,15,55-64 years,55-64,Male,M,131,88961,147.3
,2011,2011,Idaho,16,35-44 years,35-44,Male,M,20,97241,20.6
,2011,2011,Idaho,16,45-54 years,45-54,Male,M,71,102419,69.3
,2011,2011,Idaho,16,55-64 years,55-64,Male,M,150,93675,160.1
,2011,2011,Illinois,17,35-44 years,35-44,Male,M,162,849203,19.1
,2011,2011,Illinois,17,45-54 years,45-54,Male,M,697,911016,76.5
,2011,2011,Illinois,17,55-64 years,55-64,Male,M,1442,741934,194.4
,2011,2011,Indiana,18,35-44 years,35-44,Male,M,106,415861,25.5
,2011,2011,Indiana,18,45-54 years,45-54,Male,M,425,463124,91.8
,2011,2011,Indiana,18,55-64 years,55-64,Male,M,860,390758,220.1
,2011,2011,Iowa,19,35-44 years,35-44,Male,M,42,182398,23.0
,2011,2011,Iowa,19,45-54 years,45-54,Male,M,178,215790,82.5
,2011,2011,Iowa,19,55-64 years,55-64,Male,M,386,193707,199.3
,2011,2011,Kansas,20,35-44 years,35-44,Male,M,30,173162,17.3
,2011,2011,Kansas,20,45-54 years,45-54,Male,M,145,197635,73.4
,2011,2011,Kansas,20,55-64 years,55-64,Male,M,299,170906,174.9
,2011,2011,Kentucky,21,35-44 years,35-44,Male,M,99,285804,34.6
,2011,2011,Kentucky,21,45-54 years,45-54,Male,M,375,314024,119.4
,2011,2011,Kentucky,21,55-64 years,55-64,Male,M,652,271348,240.3
,2011,2011,Louisiana,22,35-44 years,35-44,Male,M,75,277207,27.1
,2011,2011,Louisiana,22,45-54 years,45-54,Male,M,339,315661,107.4
,2011,2011,Louisiana,22,55-64 years,55-64,Male,M,621,270123,229.9
,2011,2011,Maine,23,35-44 years,35-44,Male,M,14,81284,
,2011,2011,Maine,23,45-54 years,45-54,Male,M,69,105356,65.5
,2011,2011,Maine,23,55-64 years,55-64,Male,M,135,97658,138.2
,2011,2011,Maryland,24,35-44 years,35-44,Male,M,45,375398,12.0
,2011,2011,Maryland,24,45-54 years,45-54,Male,M,291,432288,67.3
,2011,2011,Maryland,24,55-64 years,55-64,Male,M,603,343365,175.6
,2011,2011,Massachusetts,25,35-44 years,35-44,Male,M,73,422208,17.3
,2011,2011,Massachusetts,25,45-54 years,45-54,Male,M,300,492566,60.9
,2011,2011,Massachusetts,25,55-64 years,55-64,Male,M,558,401470,139.0
,2011,2011,Michigan,26,35-44 years,35-44,Male,M,165,615368,26.8
,2011,2011,Michigan,26,45-54 years,45-54,Male,M,754,730402,103.2
,2011,2011,Michigan,26,55-64 years,55-64,Male,M,1537,633616,242.6
,2011,2011,Minnesota,27,35-44 years,35-44,Male,M,42,338497,12.4
,2011,2011,Minnesota,27,45-54 years,45-54,Male,M,201,399715,50.3
,2011,2011,Minnesota,27,55-64 years,55-64,Male,M,387,328203,117.9
,2011,2011,Mississippi,28,35-44 years,35-44,Male,M,77,180041,42.8
,2011,2011,Mississippi,28,45-54 years,45-54,Male,M,258,198988,129.7
,2011,2011,Mississippi,28,55-64 years,55-64,Male,M,429,172376,248.9
,2011,2011,Missouri,29,35-44 years,35-44,Male,M,105,365314,28.7
,2011,2011,Missouri,29,45-54 years,45-54,Male,M,499,431546,115.6
,2011,2011,Missouri,29,55-64 years,55-64,Male,M,826,362805,227.7
,2011,2011,Montana,30,35-44 years,35-44,Male,M,,56938,
,2011,2011,Montana,30,45-54 years,45-54,Male,M,59,71673,82.3
,2011,2011,Montana,30,55-64 years,55-64,Male,M,120,72780,164.9
,2011,2011,Nebraska,31,35-44 years,35-44,Male,M,20,111497,17.9
,2011,2011,Nebraska,31,45-54 years,45-54,Male,M,71,127188,55.8
,2011,2011,Nebraska,31,55-64 years,55-64,Male,M,143,110323,129.6
,2011,2011,Nevada,32,35-44 years,35-44,Male,M,31,194175,16.0
,2011,2011,Nevada,32,45-54 years,45-54,Male,M,129,191393,67.4
,2011,2011,Nevada,32,55-64 years,55-64,Male,M,307,160219,191.6
,2011,2011,New Hampshire,33,35-44 years,35-44,Male,M,17,85398,
,2011,2011,New Hampshire,33,45-54 years,45-54,Male,M,57,110326,51.7
,2011,2011,New Hampshire,33,55-64 years,55-64,Male,M,130,92116,141.1
,2011,2011,New Jersey,34,35-44 years,35-44,Male,M,83,595378,13.9
,2011,2011,New Jersey,34,45-54 years,45-54,Male,M,426,670750,63.5
,2011,2011,New Jersey,34,55-64 years,55-64,Male,M,786,519346,151.3
,2011,2011,New Mexico,35,35-44 years,35-44,Male,M,22,122989,17.9
,2011,2011,New Mexico,35,45-54 years,45-54,Male,M,107,140295,76.3
,2011,2011,New Mexico,35,55-64 years,55-64,Male,M,231,127916,180.6
,2011,2011,New York,36,35-44 years,35-44,Male,M,186,1255091,14.8
,2011,2011,New York,36,45-54 years,45-54,Male,M,917,1391505,65.9
,2011,2011,New York,36,55-64 years,55-64,Male,M,2011,1135032,177.2
,2011,2011,North Carolina,37,35-44 years,35-44,Male,M,146,647693,22.5
,2011,2011,North Carolina,37,45-54 years,45-54,Male,M,591,666509,88.7
,2011,2011,North Carolina,37,55-64 years,55-64,Male,M,1164,562458,206.9
,2011,2011,North Dakota,38,35-44 years,35-44,Male,M,,39029,
,2011,2011,North Dakota,38,45-54 years,45-54,Male,M,37,47733,77.5
,2011,2011,North Dakota,38,55-64 years,55-64,Male,M,69,44128,156.4
,2011,2011,Ohio,39,35-44 years,35-44,Male,M,204,718738,28.4
,2011,2011,Ohio,39,45-54 years,45-54,Male,M,755,839991,89.9
,2011,2011,Ohio,39,55-64 years,55-64,Male,M,1425,734218,194.1
,2011,2011,Oklahoma,40,35-44 years,35-44,Male,M,65,231436,28.1
,2011,2011,Oklahoma,40,45-54 years,45-54,Male,M,296,255576,115.8
,2011,2011,Oklahoma,40,55-64 years,55-64,Male,M,604,221826,272.3
,2011,2011,Oregon,41,35-44 years,35-44,Male,M,41,254183,16.1
,2011,2011,Oregon,41,45-54 years,45-54,Male,M,149,261576,57.0
,2011,2011,Oregon,41,55-64 years,55-64,Male,M,323,257240,125.6
,2011,2011,Pennsylvania,42,35-44 years,35-44,Male,M,163,783168,20.8
,2011,2011,Pennsylvania,42,45-54 years,45-54,Male,M,641,942287,68.0
,2011,2011,Pennsylvania,42,55-64 years,55-64,Male,M,1472,823559,178.7
,2011,2011,Rhode Island,44,35-44 years,35-44,Male,M,12,64525,
,2011,2011,Rhode Island,44,45-54 years,45-54,Male,M,51,77269,66.0
,2011,2011,Rhode Island,44,55-64 years,55-64,Male,M,120,65300,183.8
,2011,2011,South Carolina,45,35-44 years,35-44,Male,M,88,291315,30.2
,2011,2011,South Carolina,45,45-54 years,45-54,Male,M,340,318283,106.8
,2011,2011,South Carolina,45,55-64 years,55-64,Male,M,660,285552,231.1
,2011,2011,South Dakota,46,35-44 years,35-44,Male,M,12,47578,
,2011,2011,South Dakota,46,45-54 years,45-54,Male,M,41,57878,70.8
,2011,2011,South Dakota,46,55-64 years,55-64,Male,M,96,52294,183.6
,2011,2011,Tennessee,47,35-44 years,35-44,Male,M,142,417682,34.0
,2011,2011,Tennessee,47,45-54 years,45-54,Male,M,586,448333,130.7
,2011,2011,Tennessee,47,55-64 years,55-64,Male,M,1064,390788,272.3
,2011,2011,Texas,48,35-44 years,35-44,Male,M,303,1739465,17.4
,2011,2011,Texas,48,45-54 years,45-54,Male,M,1340,1714574,78.2
,2011,2011,Texas,48,55-64 years,55-64,Male,M,2648,1323218,200.1
,2011,2011,Utah,49,35-44 years,35-44,Male,M,23,175185,13.1
,2011,2011,Utah,49,45-54 years,45-54,Male,M,75,152863,49.1
,2011,2011,Utah,49,55-64 years,55-64,Male,M,162,125006,129.6
,2011,2011,Vermont,50,35-44 years,35-44,Male,M,10,37481,
,2011,2011,Vermont,50,45-54 years,45-54,Male,M,28,49040,57.1
,2011,2011,Vermont,50,55-64 years,55-64,Male,M,92,46269,198.8
,2011,2011,Virginia,51,35-44 years,35-44,Male,M,100,541077,18.5
,2011,2011,Virginia,51,45-54 years,45-54,Male,M,389,592031,65.7
,2011,2011,Virginia,51,55-64 years,55-64,Male,M,762,477520,159.6
,2011,2011,Washington,53,35-44 years,35-44,Male,M,75,459553,16.3
,2011,2011,Washington,53,45-54 years,45-54,Male,M,265,487233,54.4
,2011,2011,Washington,53,55-64 years,55-64,Male,M,611,425689,143.5
,2011,2011,West Virginia,54,35-44 years,35-44,Male,M,53,118164,44.9
,2011,2011,West Virginia,54,45-54 years,45-54,Male,M,172,133864,128.5
,2011,2011,West Virginia,54,55-64 years,55-64,Male,M,295,134218,219.8
,2011,2011,Wisconsin,55,35-44 years,35-44,Male,M,57,358435,15.9
,2011,2011,Wisconsin,55,45-54 years,45-54,Male,M,295,431867,68.3
,2011,2011,Wisconsin,55,55-64 years,55-64,Male,M,619,365154,169.5
,2011,2011,Wyoming,56,35-44 years,35-44,Male,M,,34753,
,2011,2011,Wyoming,56,45-54 years,45-54,Male,M,40,40851,97.9
,2011,2011,Wyoming,56,55-64 years,55-64,Male,M,63,39568,159.2
,2012,2012,Alabama,01,35-44 years,35-44,Male,M,102,296236,34.4
,2012,2012,Alabama,01,45-54 years,45-54,Male,M,311,327318,95.0
,2012,2012,Alabama,01,55-64 years,55-64,Male,M,553,293865,188.2
,2012,2012,Alaska,02,35-44 years,35-44,Male,M,,47669,
,2012,2012,Alaska,02,45-54 years,45-54,Male,M,56,55350,101.2
,2012,2012,Alaska,02,55-64 years,55-64,Male,M,70,48658,143.9
,2012,2012,Arizona,04,35-44 years,35-44,Male,M,63,417254,15.1
,2012,2012,Arizona,04,45-54 years,45-54,Male,M,274,414995,66.0
,2012,2012,Arizona,04,55-64 years,55-64,Male,M,703,363552,193.4
,2012,2012,Arkansas,05,35-44 years,35-44,Male,M,68,180860,37.6
,2012,2012,Arkansas,05,45-54 years,45-54,Male,M,264,195883,134.8
,2012,2012,Arkansas,05,55-64 years,55-64,Male,M,514,174995,293.7
,2012,2012,California,06,35-44 years,35-44,Male,M,347,2592886,13.4
,2012,2012,California,06,45-54 years,45-54,Male,M,1553,2604728,59.6
,2012,2012,California,06,55-64 years,55-64,Male,M,3456,2078087,166.3
,2012,2012,Colorado,08,35-44 years,35-44,Male,M,46,362874,12.7
,2012,2012,Colorado,08,45-54 years,45-54,Male,M,175,361245,48.4
,2012,2012,Colorado,08,55-64 years,55-64,Male,M,408,315006,129.5
,2012,2012,Connecticut,09,35-44 years,35-44,Male,M,26,223683,11.6
