year,state,state_code,ten_year_age,sex_code,deaths,population,crude_rate
2018,New York,36,55-64 years,M,2239,1242850,180.2
2018,North Carolina,37,55-64 years,M,1223,636355,192.2
2018,North Dakota,38,55-64 years,M,70,47869,146.2
2018,Ohio,39,55-64 years,M,1578,779388,202.5
2018,Oklahoma,40,55-64 years,M,552,238648,231.3
2018,Oregon,41,55-64 years,M,290,261776,110.8
2018,Pennsylvania,42,55-64 years,M,1596,877084,182.0
2018,Rhode Island,44,55-64 years,M,124,71173,174.2
2018,South Carolina,45,55-64 years,M,630,317996,198.1
2018,South Dakota,46,55-64 years,M,113,58278,193.9
2018,Tennessee,47,55-64 years,M,1155,422206,273.6
2018,Texas,48,55-64 years,M,3184,1570024,202.8
2018,Utah,49,55-64 years,M,123,147287,83.5
2018,Vermont,50,55-64 years,M,94,46990,200.0
2018,Virginia,51,55-64 years,M,796,532585,149.5
2018,Washington,53,55-64 years,M,704,469403,150.0
2018,West Virginia,54,55-64 years,M,347,125636,276.2
2018,Wisconsin,55,55-64 years,M,637,405508,157.1
2018,Wyoming,56,55-64 years,M,67,40043,167.3
2019,Alabama,01,55-64 years,M,538,312875,172.0
2019,Alaska,02,55-64 years,M,78,48070,162.3
2019,Arizona,04,55-64 years,M,653,420745,155.2
2019,Arkansas,05,55-64 years,M,604,185818,325.0
2019,California,06,55-64 years,M,3582,2331519,153.6
2019,Colorado,08,55-64 years,M,403,347948,115.8
2019,Connecticut,09,55-64 years,M,293,247875,118.2
2019,Delaware,10,55-64 years,M,91,64598,140.9
2019,District of Columbia,11,55-64 years,M,83,33520,247.6
2019,Florida,12,55-64 years,M,2464,1374993,179.2
2019,Georgia,13,55-64 years,M,963,622328,154.7
2019,Hawaii,15,55-64 years,M,126,87900,143.3
2019,Idaho,16,55-64 years,M,146,106369,137.3
2019,Illinois,17,55-64 years,M,1186,804184,147.5
2019,Indiana,18,55-64 years,M,806,425919,189.2
2019,Iowa,19,55-64 years,M,471,205215,229.5
2019,Kansas,20,55-64 years,M,325,181402,179.2
2019,Kentucky,21,55-64 years,M,667,287826,231.7
2019,Louisiana,22,55-64 years,M,649,288597,224.9
2019,Maine,23,55-64 years,M,123,102201,120.4
2019,Maryland,24,55-64 years,M,580,388761,149.2
2019,Massachusetts,25,55-64 years,M,488,453400,107.6
2019,Michigan,26,55-64 years,M,1448,680215,212.9
2019,Minnesota,27,55-64 years,M,358,374640,95.6
2019,Mississippi,28,55-64 years,M,489,183200,266.9
2019,Missouri,29,55-64 years,M,880,401982,218.9
2019,Montana,30,55-64 years,M,136,73015,186.3
2019,Nebraska,31,55-64 years,M,143,119759,119.4
2019,Nevada,32,55-64 years,M,389,189422,205.4
2019,New Hampshire,33,55-64 years,M,158,105037,150.4
2019,New Jersey,34,55-64 years,M,806,590363,136.5
2019,New Mexico,35,55-64 years,M,309,130258,237.2
2019,New York,36,55-64 years,M,2139,1244122,171.9
2019,North Carolina,37,55-64 years,M,1144,646738,176.9
2019,North Dakota,38,55-64 years,M,84,47408,177.2
2019,Ohio,39,55-64 years,M,1601,776529,206.2
2019,Oklahoma,40,55-64 years,M,503,238552,210.9
2019,Oregon,41,55-64 years,M,296,259421,114.1
2019,Pennsylvania,42,55-64 years,M,1559,874819,178.2
2019,Rhode Island,44,55-64 years,M,97,71376,135.9
2019,South Carolina,45,55-64 years,M,613,323337,189.6
2019,South Dakota,46,55-64 years,M,126,58485,215.4
2019,Tennessee,47,55-64 years,M,1255,426239,294.4
2019,Texas,48,55-64 years,M,2931,1591565,184.2
2019,Utah,49,55-64 years,M,167,148584,112.4
2019,Vermont,50,55-64 years,M,88,46408,189.6
2019,Virginia,51,55-64 years,M,783,536633,145.9
2019,Washington,53,55-64 years,M,659,469642,140.3
2019,West Virginia,54,55-64 years,M,286,123655,231.3
2019,Wisconsin,55,55-64 years,M,647,406441,159.2
2019,Wyoming,56,55-64 years,M,47,39311,119.6
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
